player_name,team,role,match_date,opponent,venue,fantasy_points
Maheesh Theekshana,RR,BOWL,2024-05-11,MI,Sawai Mansingh Stadium,49.51626516255098
Maheesh Theekshana,RR,BOWL,2024-03-10,GT,Sawai Mansingh Stadium,23.375916800343195
Maheesh Theekshana,RR,BOWL,2024-04-10,CSK,M. Chinnaswamy Stadium,21.781525006361406
Maheesh Theekshana,RR,BOWL,2024-03-26,GT,Arun Jaitley Stadium,49.1836122911283
Maheesh Theekshana,RR,BOWL,2024-03-11,CSK,Arun Jaitley Stadium,10.945109503428608
Maheesh Theekshana,RR,BOWL,2023-05-21,MI,Eden Gardens,17.476933600434347
Maheesh Theekshana,RR,BOWL,2024-05-19,DC,Rajiv Gandhi International Stadium,53.86963730688121
Maheesh Theekshana,RR,BOWL,2024-04-12,DC,Punjab Cricket Association Stadium,39.23052241788961
Maheesh Theekshana,RR,BOWL,2024-03-27,KKR,Sawai Mansingh Stadium,56.92555172627977
Dhruv Jurel,RR,WK,2023-04-12,SRH,Rajiv Gandhi International Stadium,35.021395099259934
Dhruv Jurel,RR,WK,2023-05-19,PBKS,Punjab Cricket Association Stadium,26.343420488489613
Dhruv Jurel,RR,WK,2024-05-08,RCB,Eden Gardens,56.00800517585074
Dhruv Jurel,RR,WK,2024-05-24,PBKS,Narendra Modi Stadium,20.677706819386078
Dhruv Jurel,RR,WK,2024-05-26,MI,Punjab Cricket Association Stadium,31.262916468704102
Dhruv Jurel,RR,WK,2024-03-27,PBKS,Rajiv Gandhi International Stadium,15.466736451604158
Dhruv Jurel,RR,WK,2024-03-20,PBKS,Punjab Cricket Association Stadium,31.118741368925402
Dhruv Jurel,RR,WK,2024-05-05,PBKS,Rajiv Gandhi International Stadium,23.853495356197246
Dhruv Jurel,RR,WK,2024-03-21,SRH,Punjab Cricket Association Stadium,57.938942080227676
Dhruv Jurel,RR,WK,2023-05-07,CSK,Wankhede Stadium,36.93900838244281
Dhruv Jurel,RR,WK,2023-04-10,DC,Arun Jaitley Stadium,22.081569909370863
Dhruv Jurel,RR,WK,2023-04-01,MI,Sawai Mansingh Stadium,41.17916217913119
Dhruv Jurel,RR,WK,2024-03-19,SRH,Rajiv Gandhi International Stadium,37.488273263422556
Dhruv Jurel,RR,WK,2023-04-26,RCB,M. A. Chidambaram Stadium,73.3752309581245
Dhruv Jurel,RR,WK,2024-03-08,SRH,Arun Jaitley Stadium,40.53780062134527
Dhruv Jurel,RR,WK,2024-04-05,KKR,Sawai Mansingh Stadium,45.53639828584924
Dhruv Jurel,RR,WK,2024-04-14,RCB,Sawai Mansingh Stadium,57.45482931291356
Dhruv Jurel,RR,WK,2023-04-20,SRH,Eden Gardens,24.92852675677205
Dhruv Jurel,RR,WK,2024-03-23,LSG,M. Chinnaswamy Stadium,51.51437894146295
Dhruv Jurel,RR,WK,2024-05-04,GT,Narendra Modi Stadium,28.0937644456235
Dhruv Jurel,RR,WK,2024-03-13,KKR,Wankhede Stadium,27.545675308626716
Dhruv Jurel,RR,WK,2023-04-16,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,39.9975475007629
Dhruv Jurel,RR,WK,2023-04-24,DC,Eden Gardens,38.91446845392364
Dhruv Jurel,RR,WK,2024-03-07,CSK,M. A. Chidambaram Stadium,31.662700058054778
Dhruv Jurel,RR,WK,2023-05-19,SRH,Rajiv Gandhi International Stadium,62.612983666972006
Kumar Kartikeya,RR,BOWL,2024-03-13,RCB,Arun Jaitley Stadium,37.137145517124694
Kumar Kartikeya,RR,BOWL,2023-05-15,LSG,Rajiv Gandhi International Stadium,40.78775802132447
Kumar Kartikeya,RR,BOWL,2024-03-18,PBKS,Sawai Mansingh Stadium,23.5233809757697
Kumar Kartikeya,RR,BOWL,2024-04-17,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23.311132927574064
Kumar Kartikeya,RR,BOWL,2024-05-02,GT,Rajiv Gandhi International Stadium,20.796168211141953
Kumar Kartikeya,RR,BOWL,2024-04-11,PBKS,Wankhede Stadium,39.66994434319468
Kumar Kartikeya,RR,BOWL,2023-05-22,CSK,Arun Jaitley Stadium,18.9275110305816
Kumar Kartikeya,RR,BOWL,2024-05-08,SRH,Eden Gardens,18.004190156836486
Kumar Kartikeya,RR,BOWL,2024-04-23,CSK,Eden Gardens,34.28242532197772
Kumar Kartikeya,RR,BOWL,2023-05-29,RCB,M. A. Chidambaram Stadium,35.82148363348064
Kumar Kartikeya,RR,BOWL,2024-03-01,RCB,Sawai Mansingh Stadium,24.693574775141578
Kumar Kartikeya,RR,BOWL,2023-05-20,MI,Wankhede Stadium,41.4328229014324
Kumar Kartikeya,RR,BOWL,2024-04-17,KKR,Sawai Mansingh Stadium,24.8060626639225
Kumar Kartikeya,RR,BOWL,2024-04-24,CSK,Sawai Mansingh Stadium,33.80639029807897
Kumar Kartikeya,RR,BOWL,2023-04-13,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,15.949505458406087
Kumar Kartikeya,RR,BOWL,2024-03-19,RCB,Eden Gardens,34.179904906576986
Kumar Kartikeya,RR,BOWL,2023-04-19,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,21.132916127548835
Kumar Kartikeya,RR,BOWL,2023-04-04,KKR,Narendra Modi Stadium,26.670223221366776
Kumar Kartikeya,RR,BOWL,2024-04-15,LSG,Narendra Modi Stadium,47.50373750352981
Kumar Kartikeya,RR,BOWL,2024-04-16,CSK,M. A. Chidambaram Stadium,38.698068762846596
Kumar Kartikeya,RR,BOWL,2023-04-29,CSK,Arun Jaitley Stadium,27.557490832350233
Kumar Kartikeya,RR,BOWL,2023-04-22,PBKS,M. A. Chidambaram Stadium,29.817368090069838
Yashasvi Jaiswal,RR,BAT,2023-03-31,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,51.80543160049234
Yashasvi Jaiswal,RR,BAT,2023-04-26,RCB,Eden Gardens,77.43342811449105
Yashasvi Jaiswal,RR,BAT,2024-03-16,MI,Punjab Cricket Association Stadium,68.32491164613978
Yashasvi Jaiswal,RR,BAT,2023-05-13,LSG,Sawai Mansingh Stadium,43.088605596080455
Yashasvi Jaiswal,RR,BAT,2023-05-17,CSK,Wankhede Stadium,79.49582131379603
Yashasvi Jaiswal,RR,BAT,2023-04-29,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,66.72903312477106
Yashasvi Jaiswal,RR,BAT,2023-05-23,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,67.81736735587053
Yashasvi Jaiswal,RR,BAT,2024-03-09,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,27.82727734266037
Yashasvi Jaiswal,RR,BAT,2024-05-13,LSG,Punjab Cricket Association Stadium,33.646578259244606
Yashasvi Jaiswal,RR,BAT,2023-05-10,SRH,Rajiv Gandhi International Stadium,52.504502046961235
Yashasvi Jaiswal,RR,BAT,2024-03-30,CSK,Eden Gardens,50.622785839036695
Yashasvi Jaiswal,RR,BAT,2024-04-03,DC,Wankhede Stadium,28.716755742098577
Yashasvi Jaiswal,RR,BAT,2023-04-20,DC,Eden Gardens,5.900990864563182
Yashasvi Jaiswal,RR,BAT,2023-05-08,LSG,Wankhede Stadium,52.289485123138405
Yashasvi Jaiswal,RR,BAT,2024-04-21,PBKS,M. A. Chidambaram Stadium,62.483622545281875
Yashasvi Jaiswal,RR,BAT,2023-05-20,CSK,Narendra Modi Stadium,34.23787748666887
Yashasvi Jaiswal,RR,BAT,2024-04-04,MI,M. Chinnaswamy Stadium,12.907460022963424
Yashasvi Jaiswal,RR,BAT,2024-05-16,MI,Eden Gardens,9.265069998262868
Yashasvi Jaiswal,RR,BAT,2023-05-09,MI,Sawai Mansingh Stadium,83.67463490717047
Yashasvi Jaiswal,RR,BAT,2024-04-18,SRH,M. A. Chidambaram Stadium,38.65652664742399
Yashasvi Jaiswal,RR,BAT,2024-04-10,CSK,Narendra Modi Stadium,46.11190018363271
Yashasvi Jaiswal,RR,BAT,2023-04-19,KKR,Sawai Mansingh Stadium,67.31476583139573
Yashasvi Jaiswal,RR,BAT,2023-04-30,RCB,Sawai Mansingh Stadium,70.83858773558674
Yashasvi Jaiswal,RR,BAT,2024-05-09,KKR,Eden Gardens,52.22903447444363
Yashasvi Jaiswal,RR,BAT,2024-04-16,MI,Narendra Modi Stadium,47.26325313748219
Yashasvi Jaiswal,RR,BAT,2023-04-13,RCB,Sawai Mansingh Stadium,8.354589884325014
Yashasvi Jaiswal,RR,BAT,2023-05-28,DC,Rajiv Gandhi International Stadium,46.40366689650235
Yashasvi Jaiswal,RR,BAT,2024-05-06,CSK,Arun Jaitley Stadium,56.98057513977381
FazalHaq Farooqi,RR,BOWL,2024-05-14,RCB,Arun Jaitley Stadium,18.364493776835562
FazalHaq Farooqi,RR,BOWL,2024-05-07,DC,Wankhede Stadium,23.77845353387382
FazalHaq Farooqi,RR,BOWL,2024-05-20,RCB,Wankhede Stadium,47.24644365785328
FazalHaq Farooqi,RR,BOWL,2023-05-08,DC,Narendra Modi Stadium,34.098060644668664
FazalHaq Farooqi,RR,BOWL,2024-05-26,PBKS,Arun Jaitley Stadium,40.34242651434363
FazalHaq Farooqi,RR,BOWL,2023-04-02,LSG,Narendra Modi Stadium,53.895783520079654
FazalHaq Farooqi,RR,BOWL,2024-05-06,PBKS,Eden Gardens,26.128622539064896
FazalHaq Farooqi,RR,BOWL,2024-03-21,KKR,Wankhede Stadium,32.08675950062289
FazalHaq Farooqi,RR,BOWL,2024-05-28,MI,Punjab Cricket Association Stadium,47.70826159233007
FazalHaq Farooqi,RR,BOWL,2024-03-05,CSK,Arun Jaitley Stadium,50.93721703336492
FazalHaq Farooqi,RR,BOWL,2024-05-10,MI,Sawai Mansingh Stadium,21.993459356324557
FazalHaq Farooqi,RR,BOWL,2024-05-28,LSG,Rajiv Gandhi International Stadium,46.16478777493441
FazalHaq Farooqi,RR,BOWL,2023-05-15,SRH,Rajiv Gandhi International Stadium,39.535916823709464
FazalHaq Farooqi,RR,BOWL,2024-03-04,KKR,Narendra Modi Stadium,49.1438818641843
FazalHaq Farooqi,RR,BOWL,2023-04-26,MI,Rajiv Gandhi International Stadium,25.366079072893008
FazalHaq Farooqi,RR,BOWL,2023-05-07,LSG,Eden Gardens,42.319657912578805
FazalHaq Farooqi,RR,BOWL,2023-05-05,PBKS,Sawai Mansingh Stadium,39.60269791275515
FazalHaq Farooqi,RR,BOWL,2024-03-13,MI,Punjab Cricket Association Stadium,45.72516903076646
FazalHaq Farooqi,RR,BOWL,2023-04-19,SRH,Sawai Mansingh Stadium,11.29842828551388
FazalHaq Farooqi,RR,BOWL,2023-05-19,KKR,Narendra Modi Stadium,19.61027757975502
FazalHaq Farooqi,RR,BOWL,2023-04-19,GT,Sawai Mansingh Stadium,29.310442224858782
FazalHaq Farooqi,RR,BOWL,2024-05-17,MI,Sawai Mansingh Stadium,63.43033357874154
FazalHaq Farooqi,RR,BOWL,2024-04-28,KKR,Arun Jaitley Stadium,42.04109290974078
FazalHaq Farooqi,RR,BOWL,2024-04-03,RCB,Eden Gardens,29.672589698917495
Riyan Parag,RR,AR,2024-03-13,MI,Punjab Cricket Association Stadium,102.78244992953134
Riyan Parag,RR,AR,2024-04-23,KKR,M. A. Chidambaram Stadium,34.3197938278271
Riyan Parag,RR,AR,2024-03-23,GT,Narendra Modi Stadium,37.407552135761335
Riyan Parag,RR,AR,2024-03-31,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,44.76565118279754
Riyan Parag,RR,AR,2024-03-09,MI,Wankhede Stadium,32.78728954447519
Riyan Parag,RR,AR,2024-04-09,CSK,Eden Gardens,57.72733490283465
Riyan Parag,RR,AR,2023-05-15,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,35.753054857360226
Riyan Parag,RR,AR,2024-05-19,CSK,M. Chinnaswamy Stadium,46.6025424112691
Riyan Parag,RR,AR,2023-05-09,LSG,Narendra Modi Stadium,18.239880402474874
Riyan Parag,RR,AR,2024-05-12,LSG,Arun Jaitley Stadium,47.343831887260386
Riyan Parag,RR,AR,2023-04-19,CSK,Arun Jaitley Stadium,57.19037279730997
Riyan Parag,RR,AR,2024-03-09,RCB,Arun Jaitley Stadium,52.0057226006074
Riyan Parag,RR,AR,2024-03-25,PBKS,Wankhede Stadium,38.25260204967481
Riyan Parag,RR,AR,2024-03-13,KKR,M. A. Chidambaram Stadium,16.77264426736877
Riyan Parag,RR,AR,2023-05-23,LSG,Arun Jaitley Stadium,101.04276075011167
Riyan Parag,RR,AR,2024-04-09,LSG,Arun Jaitley Stadium,32.14482074129649
Riyan Parag,RR,AR,2024-03-10,RCB,Wankhede Stadium,56.74608587539588
Riyan Parag,RR,AR,2023-05-16,CSK,M. A. Chidambaram Stadium,70.82730032702779
Riyan Parag,RR,AR,2024-04-28,RCB,Arun Jaitley Stadium,31.771647793880078
Riyan Parag,RR,AR,2023-05-24,RCB,M. Chinnaswamy Stadium,39.36387088292584
Riyan Parag,RR,AR,2023-04-14,SRH,Narendra Modi Stadium,33.63782302175854
Riyan Parag,RR,AR,2024-03-31,PBKS,Sawai Mansingh Stadium,53.14280479631684
Riyan Parag,RR,AR,2023-05-30,MI,Rajiv Gandhi International Stadium,54.96759659046616
Riyan Parag,RR,AR,2024-03-29,GT,Sawai Mansingh Stadium,52.48239345386538
Riyan Parag,RR,AR,2023-05-22,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42.67074621041595
Riyan Parag,RR,AR,2024-05-13,RCB,Wankhede Stadium,56.2248149665577
Tushar Deshpande,RR,BOWL,2023-05-16,KKR,Eden Gardens,29.049881114053996
Tushar Deshpande,RR,BOWL,2024-05-05,GT,Narendra Modi Stadium,27.394211120306945
Tushar Deshpande,RR,BOWL,2023-04-11,LSG,M. A. Chidambaram Stadium,55.60379274850719
Tushar Deshpande,RR,BOWL,2024-03-11,PBKS,Eden Gardens,51.833532860991006
Tushar Deshpande,RR,BOWL,2023-04-13,MI,M. Chinnaswamy Stadium,28.54188193741691
Tushar Deshpande,RR,BOWL,2024-03-21,LSG,Wankhede Stadium,42.36964707622809
Tushar Deshpande,RR,BOWL,2024-03-25,RCB,Arun Jaitley Stadium,31.3539825857659
Tushar Deshpande,RR,BOWL,2024-04-04,LSG,Wankhede Stadium,28.03485090716403
Tushar Deshpande,RR,BOWL,2023-05-19,PBKS,Rajiv Gandhi International Stadium,37.46204436535973
Tushar Deshpande,RR,BOWL,2024-04-11,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,72.90116244215754
Tushar Deshpande,RR,BOWL,2024-04-20,MI,Punjab Cricket Association Stadium,37.08858934186929
Tushar Deshpande,RR,BOWL,2023-04-21,DC,Narendra Modi Stadium,33.43079821764211
Tushar Deshpande,RR,BOWL,2024-03-24,MI,Punjab Cricket Association Stadium,27.810648113767165
Tushar Deshpande,RR,BOWL,2024-03-20,GT,Arun Jaitley Stadium,62.246680707775226
Tushar Deshpande,RR,BOWL,2024-05-16,GT,M. Chinnaswamy Stadium,17.735655581904286
Tushar Deshpande,RR,BOWL,2024-03-06,CSK,M. A. Chidambaram Stadium,45.93872894744766
Tushar Deshpande,RR,BOWL,2024-04-21,SRH,Eden Gardens,51.87061389282589
Tushar Deshpande,RR,BOWL,2023-04-22,RCB,Punjab Cricket Association Stadium,18.85494919887751
Tushar Deshpande,RR,BOWL,2023-05-06,LSG,Rajiv Gandhi International Stadium,61.578523130943466
Tushar Deshpande,RR,BOWL,2024-03-26,DC,Narendra Modi Stadium,53.675214696658976
Tushar Deshpande,RR,BOWL,2024-04-13,GT,Rajiv Gandhi International Stadium,70.26166821671767
Tushar Deshpande,RR,BOWL,2023-05-22,CSK,M. A. Chidambaram Stadium,49.84180863997228
Tushar Deshpande,RR,BOWL,2024-03-09,KKR,Wankhede Stadium,28.923367426886657
Tushar Deshpande,RR,BOWL,2023-04-07,DC,Wankhede Stadium,37.67636743530193
Tushar Deshpande,RR,BOWL,2023-04-17,PBKS,Punjab Cricket Association Stadium,24.750008387547346
Jofra Archer,RR,BOWL,2023-05-17,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,57.802514584700624
Jofra Archer,RR,BOWL,2023-04-25,SRH,M. Chinnaswamy Stadium,48.768259907397926
Jofra Archer,RR,BOWL,2023-05-29,DC,Narendra Modi Stadium,38.56649109113428
Jofra Archer,RR,BOWL,2024-04-18,RCB,Wankhede Stadium,49.236027699536116
Jofra Archer,RR,BOWL,2024-03-11,MI,Wankhede Stadium,50.60907968484371
Jofra Archer,RR,BOWL,2023-05-31,GT,Rajiv Gandhi International Stadium,24.42292976613895
Jofra Archer,RR,BOWL,2024-04-07,CSK,M. A. Chidambaram Stadium,39.64675546403525
Jofra Archer,RR,BOWL,2024-04-01,CSK,Rajiv Gandhi International Stadium,24.232701037370642
Jofra Archer,RR,BOWL,2023-04-20,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,57.1000618807042
Jofra Archer,RR,BOWL,2023-04-26,RCB,Punjab Cricket Association Stadium,62.44428910314456
Jofra Archer,RR,BOWL,2023-04-24,MI,Arun Jaitley Stadium,53.46131146992807
Jofra Archer,RR,BOWL,2023-05-09,PBKS,Eden Gardens,30.4922248741964
Jofra Archer,RR,BOWL,2023-05-05,DC,M. A. Chidambaram Stadium,61.768546747018384
Jofra Archer,RR,BOWL,2023-05-30,CSK,Narendra Modi Stadium,52.3001122086545
Jofra Archer,RR,BOWL,2023-05-08,RCB,Wankhede Stadium,68.0281800746477
Jofra Archer,RR,BOWL,2024-05-15,MI,Rajiv Gandhi International Stadium,56.37225567576165
Jofra Archer,RR,BOWL,2023-04-15,CSK,Rajiv Gandhi International Stadium,52.47139739500554
Jofra Archer,RR,BOWL,2023-05-28,PBKS,Narendra Modi Stadium,12.014226212208165
Jofra Archer,RR,BOWL,2023-05-25,KKR,M. Chinnaswamy Stadium,61.83329182291963
Jofra Archer,RR,BOWL,2023-04-23,GT,M. A. Chidambaram Stadium,57.29440741156858
Jofra Archer,RR,BOWL,2024-03-31,DC,Punjab Cricket Association Stadium,49.31207384290932
Jofra Archer,RR,BOWL,2023-05-17,GT,Rajiv Gandhi International Stadium,52.932702238489604
Jofra Archer,RR,BOWL,2023-04-05,PBKS,Sawai Mansingh Stadium,57.41822392191844
Jofra Archer,RR,BOWL,2024-05-11,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,32.388788445723975
Jofra Archer,RR,BOWL,2024-04-09,DC,Wankhede Stadium,25.433916785181726
Jofra Archer,RR,BOWL,2024-05-10,DC,Rajiv Gandhi International Stadium,24.067584128345327
Wanindu Hasaranga,RR,AR,2024-05-25,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,34.60546966982263
Wanindu Hasaranga,RR,AR,2024-03-24,SRH,Rajiv Gandhi International Stadium,70.39121675034029
Wanindu Hasaranga,RR,AR,2024-03-17,SRH,Eden Gardens,54.87516057820068
Wanindu Hasaranga,RR,AR,2023-04-21,RCB,M. A. Chidambaram Stadium,21.988595866888918
Wanindu Hasaranga,RR,AR,2024-04-09,CSK,Punjab Cricket Association Stadium,49.10454776320318
Wanindu Hasaranga,RR,AR,2023-05-24,MI,Arun Jaitley Stadium,38.41361700014715
Wanindu Hasaranga,RR,AR,2023-04-12,SRH,Wankhede Stadium,51.35936559433295
Wanindu Hasaranga,RR,AR,2024-05-04,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,28.213615406082347
Wanindu Hasaranga,RR,AR,2024-05-03,PBKS,Eden Gardens,31.425259282596624
Wanindu Hasaranga,RR,AR,2024-03-05,LSG,Narendra Modi Stadium,40.66331804736745
Wanindu Hasaranga,RR,AR,2024-03-26,KKR,Sawai Mansingh Stadium,67.90153755548381
Wanindu Hasaranga,RR,AR,2024-04-22,LSG,Rajiv Gandhi International Stadium,16.42900723799189
Wanindu Hasaranga,RR,AR,2024-05-18,RCB,Wankhede Stadium,50.86098598338519
Wanindu Hasaranga,RR,AR,2023-05-09,PBKS,Sawai Mansingh Stadium,12.01145823238842
Wanindu Hasaranga,RR,AR,2024-04-02,MI,Sawai Mansingh Stadium,43.65517683670162
Wanindu Hasaranga,RR,AR,2024-03-26,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,34.696933626036106
Wanindu Hasaranga,RR,AR,2023-04-11,CSK,Sawai Mansingh Stadium,26.947172011633437
Wanindu Hasaranga,RR,AR,2024-05-23,DC,Punjab Cricket Association Stadium,40.24720112341495
Wanindu Hasaranga,RR,AR,2023-05-26,PBKS,Arun Jaitley Stadium,65.64842843357677
Wanindu Hasaranga,RR,AR,2024-04-12,KKR,Narendra Modi Stadium,16.392018493844542
Wanindu Hasaranga,RR,AR,2024-04-26,RCB,M. Chinnaswamy Stadium,63.84543409844303
Wanindu Hasaranga,RR,AR,2024-04-14,LSG,Punjab Cricket Association Stadium,61.72239428668875
Wanindu Hasaranga,RR,AR,2023-05-20,RCB,Punjab Cricket Association Stadium,14.09066618216136
Wanindu Hasaranga,RR,AR,2024-04-04,KKR,M. A. Chidambaram Stadium,94.33077730031702
Wanindu Hasaranga,RR,AR,2024-05-19,MI,Narendra Modi Stadium,45.44613914274383
Wanindu Hasaranga,RR,AR,2023-03-31,KKR,Punjab Cricket Association Stadium,55.779191553703185
Wanindu Hasaranga,RR,AR,2023-05-17,SRH,Punjab Cricket Association Stadium,52.93740599143261
Nitish Rana,RR,AR,2024-03-31,GT,M. Chinnaswamy Stadium,45.03163763537866
Nitish Rana,RR,AR,2024-03-12,LSG,Eden Gardens,17.195047872879034
Nitish Rana,RR,AR,2024-05-17,SRH,Wankhede Stadium,38.3248707330592
Nitish Rana,RR,AR,2023-04-16,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,58.38179193571009
Nitish Rana,RR,AR,2023-04-16,PBKS,Arun Jaitley Stadium,52.24036059710797
Nitish Rana,RR,AR,2024-03-30,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,27.828243847635324
Nitish Rana,RR,AR,2023-04-14,RCB,M. Chinnaswamy Stadium,7.929863966952883
Nitish Rana,RR,AR,2024-05-14,SRH,Arun Jaitley Stadium,16.693855376355728
Nitish Rana,RR,AR,2024-04-12,DC,Eden Gardens,24.936198322732476
Nitish Rana,RR,AR,2024-05-25,CSK,Sawai Mansingh Stadium,22.01266360710248
Nitish Rana,RR,AR,2023-05-18,PBKS,Eden Gardens,52.05697093788084
Nitish Rana,RR,AR,2023-05-16,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16.907399340744032
Nitish Rana,RR,AR,2023-05-20,SRH,Narendra Modi Stadium,22.99807130686196
Nitish Rana,RR,AR,2024-03-12,KKR,Sawai Mansingh Stadium,28.57217023312812
Nitish Rana,RR,AR,2023-05-18,LSG,Eden Gardens,29.347492981794232
Nitish Rana,RR,AR,2024-04-18,DC,Sawai Mansingh Stadium,37.078206193558856
Nitish Rana,RR,AR,2024-05-20,SRH,M. A. Chidambaram Stadium,44.333904662816025
Nitish Rana,RR,AR,2024-05-03,DC,Eden Gardens,34.98775670955158
Nitish Rana,RR,AR,2023-04-22,CSK,Wankhede Stadium,37.035199951160834
Nitish Rana,RR,AR,2024-05-12,RCB,Narendra Modi Stadium,23.075620723055913
Nitish Rana,RR,AR,2023-05-24,PBKS,M. A. Chidambaram Stadium,88.52686695048314
Nitish Rana,RR,AR,2023-04-24,CSK,Eden Gardens,45.933472408305214
Nitish Rana,RR,AR,2024-05-27,MI,Rajiv Gandhi International Stadium,31.966205781237125
Nitish Rana,RR,AR,2023-05-02,RCB,Sawai Mansingh Stadium,6.895618592907908
Nitish Rana,RR,AR,2023-04-25,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25.297225735938166
Shimron Hetmyer,RR,BAT,2024-03-22,LSG,M. Chinnaswamy Stadium,47.07577122405418
Shimron Hetmyer,RR,BAT,2024-03-06,MI,M. A. Chidambaram Stadium,31.698137695314486
Shimron Hetmyer,RR,BAT,2024-04-01,RCB,Eden Gardens,50.25063455299577
Shimron Hetmyer,RR,BAT,2024-04-21,LSG,M. A. Chidambaram Stadium,75.93641017346806
Shimron Hetmyer,RR,BAT,2024-04-25,RCB,Punjab Cricket Association Stadium,9.761230987775363
Shimron Hetmyer,RR,BAT,2024-03-18,CSK,Narendra Modi Stadium,47.31935405358736
Shimron Hetmyer,RR,BAT,2024-04-23,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,31.30880191197917
Shimron Hetmyer,RR,BAT,2024-04-09,RCB,Eden Gardens,28.66091778477431
Shimron Hetmyer,RR,BAT,2024-05-21,MI,M. Chinnaswamy Stadium,38.03072953179885
Shimron Hetmyer,RR,BAT,2023-05-27,DC,Arun Jaitley Stadium,58.857955677738644
Shimron Hetmyer,RR,BAT,2023-04-18,CSK,Eden Gardens,32.24670800628581
Shimron Hetmyer,RR,BAT,2024-03-19,MI,Punjab Cricket Association Stadium,47.067257770669954
Shimron Hetmyer,RR,BAT,2024-04-22,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,48.904024850477356
Shimron Hetmyer,RR,BAT,2023-04-29,LSG,M. A. Chidambaram Stadium,39.71244545323638
Shimron Hetmyer,RR,BAT,2024-03-04,DC,M. Chinnaswamy Stadium,61.42090357629874
Shimron Hetmyer,RR,BAT,2024-03-06,LSG,Sawai Mansingh Stadium,61.999815347981134
Shimron Hetmyer,RR,BAT,2023-04-03,KKR,Rajiv Gandhi International Stadium,46.40031173378856
Shimron Hetmyer,RR,BAT,2024-04-21,GT,Punjab Cricket Association Stadium,51.51046826439524
Shimron Hetmyer,RR,BAT,2023-04-22,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,49.16647889722606
Shimron Hetmyer,RR,BAT,2023-05-03,RCB,Eden Gardens,25.20113297756319
Shimron Hetmyer,RR,BAT,2024-05-17,CSK,M. A. Chidambaram Stadium,39.567371055660054
Shimron Hetmyer,RR,BAT,2024-05-19,SRH,Wankhede Stadium,48.255810510520305
Shimron Hetmyer,RR,BAT,2023-04-19,MI,Narendra Modi Stadium,27.598479432380103
Shimron Hetmyer,RR,BAT,2024-04-26,KKR,Wankhede Stadium,54.87060437869333
Shimron Hetmyer,RR,BAT,2023-05-19,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,66.72736842002229
Sandeep Sharma,RR,BOWL,2023-05-04,GT,Punjab Cricket Association Stadium,18.733845743422023
Sandeep Sharma,RR,BOWL,2024-04-11,CSK,Sawai Mansingh Stadium,66.50074711635172
Sandeep Sharma,RR,BOWL,2023-04-01,RCB,Arun Jaitley Stadium,41.50728486436483
Sandeep Sharma,RR,BOWL,2024-03-08,PBKS,Rajiv Gandhi International Stadium,26.60714818770292
Sandeep Sharma,RR,BOWL,2024-04-13,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30.996184411364677
Sandeep Sharma,RR,BOWL,2023-05-21,CSK,Wankhede Stadium,17.88371613907837
Sandeep Sharma,RR,BOWL,2024-03-12,PBKS,Eden Gardens,13.334945105140854
Sandeep Sharma,RR,BOWL,2024-04-26,CSK,Wankhede Stadium,40.841605644019985
Sandeep Sharma,RR,BOWL,2024-03-09,RCB,M. Chinnaswamy Stadium,11.911503598110492
